行为编号,所属活动,开始时间,结束时间,行为类型,主体,客体（行为目的）,布鲁姆教育目标分类,任务完成情况,工具,共同体（互动范围）,证据来源,备注
B16,AV2,0:15:51,0:15:54,提供教学指导,T&S,对接下来的问题，给学生演示如何解比例,理解,完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:15:54,0:15:57,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,部分完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:15:57,0:16:00,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,部分完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:16:00,0:16:03,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,部分完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:16:03,0:16:06,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,部分完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:16:06,0:16:09,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,部分完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:16:09,0:16:12,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,部分完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:16:12,0:16:15,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,部分完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:16:15,0:16:18,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,部分完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:16:18,0:16:21,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,部分完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:16:21,0:16:24,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,部分完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:16:24,0:16:27,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,部分完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B17,AV2,0:16:27,0:16:30,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“老师的答案与你们的答案有什么不一样的地方”,分析,完成,板书+口头讲述,T→S_whole,"V, R",[新知学习]
B18,AV2,0:16:30,0:16:33,提供教学指导,T&S,讲解什么是解比例,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[新知学习]
B18,AV2,0:16:33,0:16:36,提供教学指导,T&S,讲解什么是解比例,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[新知学习]
B18,AV2,0:16:36,0:16:39,提供教学指导,T&S,讲解什么是解比例,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[新知学习]
B18,AV2,0:16:39,0:16:42,提供教学指导,T&S,讲解什么是解比例,理解,部分完成,ppt+口头讲述,T→S_whole,"V, R",[新知学习]
B18,AV2,0:16:42,0:16:45,提供教学指导,T&S,讲解什么是解比例,理解,完成,ppt+口头讲述,T→S_whole,"V, R",[新知学习]
B19,AV2,0:16:45,0:16:48,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:16:48,0:16:51,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:16:51,0:16:54,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:16:54,0:16:57,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:16:57,0:17:00,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:00,0:17:03,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:03,0:17:06,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:06,0:17:09,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:09,0:17:12,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:12,0:17:15,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:15,0:17:18,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:18,0:17:21,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:21,0:17:24,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:24,0:17:27,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:27,0:17:30,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:30,0:17:33,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:33,0:17:36,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:36,0:17:39,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:39,0:17:42,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:42,0:17:45,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:45,0:17:48,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:48,0:17:51,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:51,0:17:54,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:54,0:17:57,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:17:57,0:18:00,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:18:00,0:18:03,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:18:03,0:18:06,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:18:06,0:18:09,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,部分完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B19,AV2,0:18:09,0:18:12,诱发学习行为/引出行为,T&S,提问学生，要求学生回答：“归纳解题一般步骤”,分析,完成,ppt+口头讲述,T→S_ind,"V, R",[新知学习]
B20,AV3,0:18:12,0:18:15,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:15,0:18:18,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:18,0:18:21,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:21,0:18:24,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:24,0:18:27,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:27,0:18:30,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:30,0:18:33,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:33,0:18:36,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:36,0:18:39,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:39,0:18:42,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:42,0:18:45,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:45,0:18:48,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:48,0:18:51,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:51,0:18:54,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:54,0:18:57,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:18:57,0:19:00,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:00,0:19:03,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:03,0:19:06,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:06,0:19:09,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:09,0:19:12,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:12,0:19:15,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:15,0:19:18,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:18,0:19:21,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:21,0:19:24,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:24,0:19:27,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:27,0:19:30,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:30,0:19:33,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:33,0:19:36,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:36,0:19:39,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,部分完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B20,AV3,0:19:39,0:19:42,检测学习结果/评价行为,T&S,布置练习让学生在练习册上练习,应用,完成,口头讲述+纸质练习册,T→S_whole,"V, R",[评价]
B21,AV3,0:19:42,0:19:45,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:19:45,0:19:48,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:19:48,0:19:51,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:19:51,0:19:54,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:19:54,0:19:57,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:19:57,0:20:00,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:00,0:20:03,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:03,0:20:06,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:06,0:20:09,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:09,0:20:12,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:12,0:20:15,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:15,0:20:18,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:18,0:20:21,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:21,0:20:24,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:24,0:20:27,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:27,0:20:30,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:30,0:20:33,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:33,0:20:36,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:36,0:20:39,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,部分完成,口头讲述,T→S_whole,"V, R",[评价]
B21,AV3,0:20:39,0:20:42,检测学习结果/评价行为,T&S, 提问检测学生练习情况,应用,完成,口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:20:42,0:20:45,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:20:45,0:20:48,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:20:48,0:20:51,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:20:51,0:20:54,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:20:54,0:20:57,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:20:57,0:21:00,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:00,0:21:03,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:03,0:21:06,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:06,0:21:09,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:09,0:21:12,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:12,0:21:15,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:15,0:21:18,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:18,0:21:21,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:21,0:21:24,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:24,0:21:27,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:27,0:21:30,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:30,0:21:33,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:33,0:21:36,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:36,0:21:39,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:39,0:21:42,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:42,0:21:45,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:45,0:21:48,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:48,0:21:51,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:51,0:21:54,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:54,0:21:57,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:21:57,0:22:00,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:00,0:22:03,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:03,0:22:06,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:06,0:22:09,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:09,0:22:12,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:12,0:22:15,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:15,0:22:18,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:18,0:22:21,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:21,0:22:24,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:24,0:22:27,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:27,0:22:30,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:30,0:22:33,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:33,0:22:36,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:36,0:22:39,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:39,0:22:42,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:42,0:22:45,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:45,0:22:48,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:48,0:22:51,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:51,0:22:54,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:54,0:22:57,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:22:57,0:23:00,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:23:00,0:23:03,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:23:03,0:23:06,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:23:06,0:23:09,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:23:09,0:23:12,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:23:12,0:23:15,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B22,AV3,0:23:15,0:23:18,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
